item_id:token	real_id:token
368	37977
369	1382428227
370	241637
371	192159
372	150584
373	17830
374	860264473
375	154696
376	37853
377	44475
378	266991
379	107405000
380	39796
381	25142
382	5993643095
383	6964386552
384	240082
385	619231005
386	905405686
387	195246
388	166728164
389	5558730621
390	241808
391	297132
392	22766
393	3422
394	74707
395	252724
396	22777
397	69790
398	1359800743
399	22781
400	1126068419
401	423054308
402	5924310659
403	93766
404	15656
405	84408
406	30690
407	1054989072
408	74702
409	430109508
410	984511820
411	167376
412	2652953122
413	22829
414	246377
415	4486873654
416	606565167
417	3412
418	1367369652
419	282357
420	5270388963
421	273326
422	6964470593
423	573216098
424	77592
425	26946
426	610768169
427	6964588963
428	267794
429	6964576194
430	245482
431	17446
432	2932
433	288329
434	294692
435	181943
436	4592067395
437	65882
438	247727
439	260195
440	4787602952
441	949910633
442	156399
443	300145
444	4174830346
445	182201
446	1117921196
447	25280
448	3467909708
449	756381162
450	3554203601
451	195125
452	140188
453	219126
454	283284
455	63457
456	571530801
457	1062313840
458	745597606
459	5628740816
460	3793011576
461	400458776
462	5538744224
463	1067804724
464	4917351399
465	40033
466	103021
467	195634
468	130937
469	14071
470	272906
471	6964498152
472	140611
473	293326
474	4378855865
475	1182080600
476	276150
477	4304022403
478	902194547
479	3722686216
480	32006
481	243074
482	243071
483	5753595125
484	2559753981
485	251733
486	13276
487	958967455
488	709764990
489	24228
490	1921968352
491	975406480
492	412221533
493	1002034481
494	1182106648
495	84803
496	176672
497	3259744496
498	218377
499	9032014474
500	1399276087
501	390588881
502	3541
503	6275550232
504	6964382172
505	2433263667
506	221615
507	243143
508	26360
509	227017
510	499
511	85411
512	4772759303
513	12868
514	275643
515	11677
516	424927044
517	12869
518	678166630
519	4671106044
520	281746
521	595244685
522	1525093386
523	84480
524	6964389719
525	585050534
526	1000
527	5964930930
528	613338059
529	5295505712
530	298274
531	5504541424
532	96136
533	1029
534	19735
535	6964372893
536	47304
537	23512
538	65
539	1372047272
540	30746
541	14477
542	282929
543	699596682
544	85381
545	51436
546	102238
547	602804672
548	259551
549	266907
550	53793
551	616980562
552	1038282965
553	272383
554	3735926383
555	236636
556	278228
557	555692794
558	6964355876
559	282928
560	3158202881
561	193792
562	287478
563	2511022392
564	250891
565	84498
566	295169
567	546975428
568	252920
569	15272
570	6964419948
571	5478875138
572	3961349733
573	93434
574	69634
575	3903
576	4171691514
577	727339845
578	84515
579	31860
580	280996
581	6196313153
582	73760
583	20826
584	118076
585	5920177625
586	84556
587	672210078
588	3918
589	110177
590	118081
591	72520
592	16456
593	125822
594	281033
595	72608
596	5876341738
597	110172
598	558057537
599	704856507
600	3342994197
601	110225
602	50204
603	292504
604	59721
605	4172036782
606	672213484
607	169434
608	1268794012
609	294406
610	175765
611	265281
612	5081709038
613	4340239883
614	1212347958
615	6964413082
616	667788361
617	6964421660
618	23531
619	257422
620	4475793067
621	2613054765
622	5018156227
623	184728
624	85426
625	1827830959
626	4637170240
627	4301142461
628	1086013733
629	1606653030
630	242492
631	5970
632	4622082933
633	4571482903
634	5450556751
635	12698
636	379939801
637	2694788922
638	19326
639	4317446332
640	1515511306
641	47255
642	20530
643	295161
644	712555430
645	4968549367
646	167270599
647	3961113758
648	6964380860
649	5987
650	31294
651	259887
652	830794538
653	1459727573
654	5763153469
655	1395055222
656	167310752
657	87662
658	846205933
659	24046
660	167271359
661	913080620
662	4565414448
663	685886242
664	291927
665	256291
666	280354
